id,LD,TTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV,MTLD,AWL,NumChar,NumSyll,MLC,MLS,MLT,C/S,T/S,C/T,CT/T,DC/C,DC/T,CP/C,CP/T,CN/C,CN/T,VP/T,NumNP,NumVP,NumPP,NPSize,VPSize,PPSize,NumDC,NumCT,CoOrd,NumSBAR,TreeHeight,TRAD_Kincaid,TRAD_Coleman
WRLevel2_2007-08_crazy,0.861538,0.6,5.2,7.36,0.9,50.17,0.669643,1.17,23.52,3.42,0.25,0.5,0.17,0.05,0.22,7.16,0.023077,4.455357143,1.375,8.11,7.466667,4.86,1.2,2,0.6,0.13,0.22,0.13,0.27,0.16,1.72,1.03,0.8,2.46,1.6,0.8,1.75,1.83,2.08,0.266666667,0.266666667,0.324,0.26,7.6,7.11,3.57
WRLevel2_2000-01_headsp,0.882812,0.6,5.05,7.15,0.89,48.9,0.654867,1.33,37.33,4.32,0.35,0.43,0.1,0.07,0.17,8.2,0.007812,4.495575221,1.309735,11.5,10.272727,4.59,1.09,2.72,0.400735294,0.16,0.41,0.16,0.08,0.03,1.5,0.6,1.16,3.18,3.18,0.63,1.88,2.17,2.14,0.454545455,0.454545455,0.0872,0.54,9.72,7.36,2.46
WRLevel2_2006-07_whtscooking,0.792308,0.54,4.7,6.65,0.87,41.42,0.61165,1.92,48.07,4.9,0.25,0.55,0.2,0,0.2,6.69,0.015385,5.155339806,1.59434,7.78,5.25,3.89,1,2,0.5,0.02,0.05,0.02,0.15,0.07,1.68,0.84,0.71,2.36,1.42,0.36,1.68,2.18,2,0.052631579,0.052631579,0.15,0.05,6.15,10.55,6.6
WRLevel2_2009-10_ackbetter,0.88189,0.47,3.98,5.64,0.84,32.91,0.508929,1.42,28.57,3.77,0.26,0.61,0.1,0,0.1,6.94,0.015748,4.433628319,1.5,11.75,10.181818,5.87,1,2,0.5,0.08,0.16,0.08,0.16,0.08,1.75,0.87,0.91,3.16,1.83,1.33,2.07,2.13,2,0.166666667,0.166666667,0.16,0.16,8,7.5,3.65
WRLevel2_2000-01_emailsl,0.770992,0.61,5.16,7.3,0.9,50.13,0.742574,1.09,26.18,3.61,0.32,0.53,0.04,0.09,0.13,7.63,0.022901,4.524271845,1.423423,10.92,9.083333,5.07,1.08,2.33,0.463519313,0.14,0.3,0.14,0.3,0.14,0.92,0.42,0.96,3.33,2.25,1.08,1.85,2.48,2,0.333333333,0.333333333,0.324,0.33,8.33,9.46,2.76
WRLevel2_2004-05_firehouse,0.851562,0.6,5.1,7.21,0.89,48.97,0.678899,1.26,30.31,3.89,0.28,0.55,0.09,0.04,0.14,5.99,0,4.844036697,1.458716,8.87,7.266667,3.83,1.06,2.46,0.430894309,0.13,0.31,0.13,0.12,0.05,1.25,0.54,0.83,2.6,2.06,0.66,1.61,2.32,2,0.333333333,0.333333333,0.1272,0.33,7.93,9.4,2.95
WRLevel2_2007-08_hola,0.811024,0.56,4.79,6.78,0.88,43.05,0.631068,1.11,21.23,3.25,0.24,0.51,0.23,0,0.23,7.16,0,4.963302752,1.650485,16.22,7.923077,5.21,0.56,1.75,0.32,0.07,0.22,0.07,0.44,0.14,1.33,0.42,0.78,2.12,1.37,0.68,1.94,2.31,2.09,0.125,0.125,0.2464,0.12,6.25,9.57,4.86
WRLevel2_2000-01_gots,0.839695,0.55,4.64,6.56,0.88,41.36,0.618182,1.11,21.23,3.25,0.24,0.57,0.08,0.06,0.15,8.36,0.015267,4.455357143,1.423423,10.84,10,5.87,1.18,2.18,0.541284404,0.08,0.15,0.08,0.07,0.04,0.76,0.41,1.04,3.45,2.27,1.54,1.78,2.16,2.05,0.181818182,0.181818182,0.0826,0.27,8.18,7.89,2.82
WRLevel2_2010-11_oldtooth,0.873016,0.5,4.16,5.89,0.86,35.29,0.545455,1.71,41.14,4.53,0.3,0.56,0.08,0.03,0.12,6.76,0.015873,4.357142857,1.405405,9.13,9.25,5.95,1.25,1.91,0.654450262,0.21,0.33,0.21,0.13,0.08,1.4,0.91,1,3.16,1.91,0.83,1.97,2.04,2,0.416666667,0.416666667,0.1625,0.41,8.58,7.07,3.37
WRLevel2_2011-2012_giftof,0.82963,0.53,4.63,6.55,0.87,40.26,0.607143,1.35,36.45,4.26,0.31,0.4,0.2,0.08,0.28,7.98,0.007407,4.433628319,1.385965,7.84,8.769231,4.65,1.46,2.46,0.593495935,0.12,0.21,0.12,0,0,1.26,0.75,0.96,2.69,2.38,0.84,1.82,2.16,1.9,0.307692308,0.307692308,0,0.3,8.76,8.84,5.42
WRLevel2_2011-2012_longlost,0.80597,0.51,4.4,6.22,0.86,37.19,0.592593,1.41,33.88,4.11,0.31,0.55,0.03,0.09,0.13,6.74,0.014925,4.621621622,1.62963,8.76,6.352941,4.8,1.06,1.93,0.549222798,0,0,0,0,0,0.58,0.32,0.77,2.62,1.5,0.93,1.83,2.08,2,0,0,0,0,6.87,7.64,3.67
WRLevel2_2009-10_northpole,0.839695,0.55,4.76,6.74,0.88,42.29,0.618182,1.4,39.2,4.42,0.33,0.55,0.07,0.01,0.08,7.93,0,4.290909091,1.261261,8.7,7.333333,4.62,1.06,2,0.53,0.12,0.23,0.12,0.11,0.06,0.58,0.31,1.06,2.68,2.12,0.68,1.72,2.02,2,0.25,0.25,0.1166,0.25,7.31,6.39,2.14
WRLevel2_2010-11_homeimprovements,0.833333,0.56,4.9,6.94,0.88,44.2,0.634783,0.95,20.04,3.16,0.24,0.52,0.06,0.04,0.11,8.03,0.007246,4.74137931,1.513043,7.89,8.214286,5,1.46,2.3,0.634782609,0.2,0.31,0.2,0,0,0.73,0.46,1.53,2.84,3.53,0.46,1.64,2.04,2,0.461538462,0.461538462,0,0.46,9.53,9.05,4.17
WRLevel2_2008-09_kingmemo,0.823529,0.57,4.89,6.92,0.88,44.5,0.607143,1,17,2.91,0.22,0.59,0.05,0.05,0.1,7.88,0,4.371681416,1.465517,10.5,11.4,6.39,1.4,2.29,0.611353712,0.08,0.14,0.08,0.21,0.13,1.42,0.86,1.26,3.5,2.9,1,2.17,2,2,0.2,0.2,0.294,0.2,8.8,7.84,4.93
WRLevel2_2011-2012_lifesavers,0.832117,0.54,4.74,6.71,0.87,41.37,0.614035,1.1,23.21,3.4,0.25,0.63,0.03,0.02,0.05,6.9,0.007299,4.815789474,1.517544,10.19,7.125,4.63,0.93,2.06,0.451456311,0.03,0.06,0.03,0.06,0.03,1.06,0.48,1.03,2.37,2.12,0.43,1.97,1.97,2.14,0.0625,0.0625,0.0558,0.06,7.18,8.34,4.14
WRLevel2_2006-07_pluto,0.828571,0.6,5.19,7.34,0.89,49.14,0.672414,0.95,21.04,3.24,0.26,0.5,0.08,0.09,0.18,8.03,0.021429,4.686440678,1.517241,10,8.923077,4.68,1.15,2.46,0.467479675,0.09,0.2,0.09,0.06,0.03,1.46,0.68,0.9,2.84,2.23,0.92,1.81,2.2,2,0.230769231,0.230769231,0.069,0.23,7.84,8.85,4.94
WRLevel2_2010-11_tooloud,0.868217,0.58,4.99,7.05,0.89,46.37,0.651786,0.85,15.42,2.77,0.23,0.37,0.18,0.1,0.28,8.58,0.007752,4.3125,1.339286,9.06,8.615385,4.53,1.06,2.13,0.497652582,0.21,0.43,0.21,0,0,1.06,0.53,1.03,2.4,2.2,0.4,1.77,2.21,2.16,0.466666667,0.466666667,0,0.53,7.6,5.36,1.54
WRLevel2_2009-10_happybday,0.835821,0.55,4.78,6.76,0.88,42.66,0.580357,1.17,23.52,3.42,0.22,0.59,0.06,0.03,0.1,7.88,0.029851,4.104347826,1.300885,11.3,8.615385,4.59,1,2.46,0.406504065,0,0,0,0.15,0.06,1.07,0.43,1.18,3,2.92,0.76,1.84,2.1,2,0,0,0.15,0,8.07,5.49,2.39
WRLevel2_2006-07_school,0.769784,0.57,5.14,7.27,0.89,46.54,0.71028,1.36,35.57,4.21,0.26,0.54,0.06,0.12,0.18,6.24,0.021583,5.08411215,1.420561,8.88,4.115385,3.55,0.75,1.87,0.401069519,0.04,0.11,0.04,0.05,0.02,0.66,0.26,0.73,1.87,1.37,0.45,1.62,2.12,2,0.083333333,0.083333333,0.0375,0.08,5.91,9.76,3.69
WRLevel2_2007-08_playingclean,0.808824,0.46,3.98,5.63,0.84,32.33,0.518182,1.57,34.57,4.15,0.26,0.57,0.1,0.04,0.15,6.78,0.007353,4.198198198,1.345133,11.53,7.533333,4.41,0.86,2.26,0.380530973,0,0,0,0.15,0.05,1.46,0.55,0.88,2.86,2,1.2,1.69,2.33,2,0,0,0.129,0,7.13,6.5,3.5
WRLevel2_2007-08_visittocapital,0.772059,0.49,4.35,6.16,0.86,36.11,0.561905,0.9,9.09,2.13,0.13,0.71,0.08,0.02,0.1,6.1,0.014706,4.495238095,1.5,26,6.176471,5.37,0.33,1.61,0.204968944,0.03,0.16,0.03,0.16,0.03,1.83,0.37,0.65,2.27,1.05,0.61,1.95,2.05,2,0.055555556,0.055555556,0.0528,0.05,6.16,6.26,1.6
WRLevel2_2003-04_hurricanes,0.863636,0.57,4.89,6.92,0.88,44.5,0.657895,0.89,15.21,2.75,0.2,0.59,0.08,0.07,0.15,7.21,0,4.6,1.412281,10.5,7.125,4.32,0.87,2.12,0.410377358,0.08,0.21,0.08,0.35,0.14,1.07,0.44,0.67,2.68,1.43,0.93,1.67,2.26,2,0.1875,0.1875,0.3045,0.18,7.31,8.28,3.01
WRLevel2_2009-10_hotlava,0.801418,0.6,5.36,7.58,0.89,50.42,0.681416,1.2,35.04,4.18,0.34,0.42,0.14,0.07,0.21,7.8,0.007092,4.412280702,1.426087,8.88,7.1875,4.44,1.05,2.11,0.497630332,0.08,0.16,0.08,0,0,1.83,0.91,0.91,2.47,1.94,0.76,1.52,2,2,0.176470588,0.176470588,0,0.17,7.76,7.38,4.84
WRLevel2_2006-07_hbday,0.791367,0.56,5.02,7.1,0.88,45.04,0.7,1,27,3.67,0.33,0.48,0.09,0.06,0.16,6.56,0.014388,4.594594595,1.405405,9.23,6.470588,4.48,1,2.05,0.487804878,0.05,0.17,0.08,0.05,0.02,0.82,0.4,0.88,2.23,1.82,0.47,2.05,2.12,2,0.117647059,0.176470588,0.05,0.17,6.58,5.73,0.45
WRLevel2_2008-09_investing,0.843284,0.56,4.89,6.91,0.88,43.8,0.60177,0.96,23.04,3.39,0.35,0.36,0.11,0.07,0.19,7.39,0.037313,4.094017094,1.424779,12.58,9.416667,4.19,0.8,2.4,0.333333333,0.25,0.75,0.25,0.16,0.05,1.25,0.41,1.22,2.2,2.93,0.4,1.6,2.06,2,0.6,0.6,0.128,0.66,9.19,5.23,1.62
WRLevel2_2010-11_lostinwild,0.815603,0.63,5.64,7.98,0.91,56.67,0.721739,1.14,35.59,4.21,0.37,0.38,0.09,0.1,0.2,7.07,0.007092,4.666666667,1.491379,7.85,6.823529,4.75,1.25,2.06,0.606796117,0.15,0.25,0.15,0.05,0.03,1.05,0.63,1.03,2.25,2.12,0.93,1.66,2.05,2,0.3125,0.3125,0.0625,0.37,7.5,9.12,3.9
WRLevel2_2001-02_timeline,0.79562,0.38,3.45,4.88,0.81,27.05,0.40367,1.66,33.33,4.08,0.25,0.6,0.12,0.01,0.14,5.26,0,4.454545455,1.284404,26.83,4.36,5.55,0.24,1.15,0.208695652,0.03,0.16,0.03,0.16,0.03,3.83,0.79,0.68,1.84,0.8,0.48,1.91,2.2,2,0.04,0.04,0.0384,0.04,5.72,5.26,1.08
WRLevel2_2010-11_kidshelp,0.825175,0.68,6.13,8.67,0.92,69.03,0.745763,0.91,20.16,3.17,0.24,0.58,0.05,0.07,0.13,7.11,0.027972,4.308333333,1.355932,10.53,7.375,5.26,1,2,0.5,0.03,0.13,0.06,0.13,0.06,0.86,0.43,1.13,2.8,2.26,0.8,2,2.23,2.08,0.066666667,0.133333333,0.13,0.13,7.73,5.87,2.14
WRLevel2_2000-01_walkrd,0.884892,0.55,4.8,6.79,0.88,42.79,0.577236,1,18,3,0.23,0.61,0.07,0.02,0.1,6.74,0.014388,4.282258065,1.370968,9.31,12.3,5.51,1.6,2.7,0.592592593,0.18,0.31,0.18,0.06,0.03,1.06,0.62,1.14,3.7,3.1,1.4,1.94,2.12,2,0.5,0.5,0.096,0.5,10.19,6.79,3.22
WRLevel2_2001-02_read,0.647541,0.35,3.39,4.79,0.8,26.24,0.481013,2.4,28.8,3.79,0.14,0.77,0.05,0.02,0.08,4.39,0.040984,4.430379747,1.556962,178,1.837209,9.36,0.02,0.44,0.045454545,0,0,0,0,0,15,0.78,0.42,1.39,0.18,0.16,1.81,1.87,2,0,0,0,0.04,4.27,1.13,-0.53
WRLevel2_2006-07_grandview,0.845638,0.57,5.13,7.26,0.89,46.87,0.634921,1.11,21.23,3.25,0.22,0.51,0.16,0.07,0.23,7.07,0,4.275590551,1.364341,14.27,14.111111,6.82,1.22,2.55,0.478431373,0.04,0.09,0.04,0.09,0.04,2.72,1.3,1.21,4.11,3.11,1.88,2.08,2.17,2,0.111111111,0.111111111,0.1098,0.11,9.88,7.53,4.48
WRLevel2_2007-08_oldgum,0.882353,0.58,5.08,7.18,0.89,47.07,0.65,1.37,45.37,4.76,0.37,0.46,0.06,0.07,0.14,7.35,0.014706,4.133333333,1.319672,8.33,9.384615,4.41,1.28,2.42,0.52892562,0.14,0.27,0.14,0.05,0.02,1.22,0.64,1.14,3,2.78,0.85,1.54,2.17,2.08,0.357142857,0.357142857,0.064,0.35,8.85,5.69,2.5
WRLevel2_2008-09_dinod,0.854015,0.59,5.26,7.44,0.89,49.3,0.700855,1.15,33.64,4.1,0.34,0.51,0.09,0.02,0.12,6.53,0.007299,4.512820513,1.254237,9.75,7.375,4.21,0.88,2.05,0.429268293,0.1,0.25,0.1,0.18,0.08,1.06,0.45,0.86,2.55,1.77,0.83,1.65,2.31,2,0.222222222,0.222222222,0.1584,0.27,7.61,7.13,2.62
WRLevel2_2009-10_catchclock,0.804054,0.54,4.99,7.06,0.88,43.47,0.613445,0.85,15.42,2.77,0.23,0.55,0.01,0.11,0.13,7.44,0.02027,4,1.193277,9.76,7.933333,4.48,1,2.17,0.460829493,0.08,0.17,0.08,0.05,0.02,0.47,0.21,0.91,2.47,2,0.52,1.69,2.26,2,0.176470588,0.176470588,0.05,0.17,6.82,4.06,-0.56
WRLevel2_2010-11_rules,0.826667,0.59,5.35,7.57,0.89,49.52,0.645161,1,21,3.24,0.23,0.55,0.04,0.11,0.15,6.83,0.013333,4.451612903,1.384,10.93,8.857143,6.07,1.15,2.07,0.555555556,0.22,0.4,0.22,0.26,0.14,1.2,0.66,1.25,3,2.61,0.61,1.92,2.17,2,0.461538462,0.461538462,0.299,0.46,7.76,7.36,4.95
WRLevel2_2002-03_cookie,0.730435,0.4,3.53,4.99,0.82,28.03,0.5,1.54,26.27,3.62,0.19,0.73,0.06,0,0.06,7.3,0,5.107142857,1.467391,18.62,3.652174,4.25,0.34,1.52,0.223684211,0.02,0.12,0.02,0.25,0.05,1.62,0.37,0.51,1.6,0.78,0.26,1.91,1.83,2,0.043478261,0.043478261,0.085,0.04,5.47,7.28,2.48
WRLevel2_2006-07_dragonfly,0.708075,0.48,4.61,6.52,0.86,37.26,0.578947,1.16,16.33,2.85,0.16,0.61,0.12,0.07,0.19,5.87,0,4.157894737,1.384615,22.75,5.428571,5.2,0.38,1.66,0.228915663,0,0,0,0.12,0.02,2.75,0.62,0.48,2.04,0.8,0.38,2.04,2.05,1.87,0,0,0.0456,0,5.85,5.24,1.61
WRLevel2_2007-08_cockroach,0.862069,0.47,4.2,5.94,0.85,34.19,0.528,1.27,35.63,4.22,0.31,0.4,0.16,0.11,0.27,7.15,0.027586,4.776,1.48,8.36,8.333333,5.3,1.26,2,0.63,0.2,0.31,0.2,0.05,0.03,0.94,0.6,1.03,2.53,2.06,0.73,1.94,2.32,2,0.4,0.4,0.063,0.4,7.4,8.88,3.21
WRLevel2_2007-08_fire,0.869863,0.53,4.76,6.74,0.87,41.02,0.543307,1.25,31.25,3.95,0.3,0.63,0.04,0.01,0.06,8.48,0.020548,4.426356589,1.434109,15.9,12.7,5.67,0.83,2.33,0.356223176,0,0,0,0.2,0.07,1,0.35,0.92,3.25,2.16,1.08,2.25,2.34,2.07,0,0,0.166,0.08,8.08,7.83,3.67
WRLevel2_2007-08_ideas,0.828947,0.61,5.59,7.91,0.9,53.65,0.698413,1.19,29.76,3.85,0.27,0.53,0.1,0.05,0.16,7.44,0.019737,4.448818898,1.429688,9.22,8.533333,5.35,1.28,2.21,0.57918552,0.09,0.16,0.09,0.05,0.03,1.77,1.03,1,3.21,2.21,1,1.82,2.09,2,0.214285714,0.214285714,0.064,0.21,8.28,8.55,5.03
WRLevel2_2009-10_ourconstitution,0.791667,0.53,4.9,6.94,0.87,42.06,0.631579,1.44,37.55,4.33,0.3,0.6,0.05,0.02,0.08,6.12,0.041667,4.474137931,1.491228,11.2,5.428571,4,0.65,1.82,0.357142857,0.02,0.06,0.02,0.06,0.02,1.33,0.47,0.71,2,1.3,0.56,1.89,1.96,1.92,0.043478261,0.043478261,0.039,0.04,6.34,5.47,2.03
WRLevel2_2010-11_timetotravel,0.795918,0.53,4.93,6.97,0.87,42.2,0.641026,1.16,24.5,3.5,0.22,0.56,0.11,0.08,0.2,7.06,0.027211,4.786324786,1.432203,10,5.619048,3.86,0.77,2,0.385,0.02,0.05,0.02,0.11,0.04,0.76,0.29,0.56,2.18,1.13,0.77,1.66,2.08,2,0.045454545,0.045454545,0.0847,0.04,6.04,7.35,2.69
WRLevel2_2006-07_landahead,0.818792,0.55,5.08,7.19,0.88,44.74,0.655738,1.4,39.2,4.42,0.31,0.59,0.03,0.05,0.09,6.09,0,4.398373984,1.414634,8.78,7.235294,4.63,1.05,2,0.525,0.08,0.15,0.08,0.21,0.11,0.42,0.22,0.8,2.72,1.61,0.66,1.79,2.34,2,0.166666667,0.166666667,0.2205,0.16,6.72,6.64,2.27
WRLevel2_2008-09_oceananima,0.902778,0.6,5.32,7.52,0.89,50.34,0.615385,1.1,23.21,3.4,0.22,0.52,0.13,0.09,0.23,9.19,0.013889,4.569230769,1.446154,14.18,14.444444,6.24,1,2.27,0.440528634,0.16,0.36,0.16,0.09,0.04,2.81,1.24,1.04,3.72,2.36,1.63,2,2.23,2.05,0.363636364,0.363636364,0.09,0.36,9,8.88,5.04
WRLevel2_2000-01_antarctica,0.807692,0.5,4.43,6.26,0.86,37.37,0.571429,1.5,18,3,0.13,0.75,0.08,0.02,0.1,4.72,0.015385,4.923809524,1.485981,25.16,4.772727,5.39,0.27,1.27,0.212598425,0,0,0,0,0,2.5,0.53,0.39,1.68,0.5,0.5,2.48,2.18,2,0,0,0,0.04,5.27,9.29,3.17
WRLevel2_2008-09_birds,0.883562,0.51,4.59,6.5,0.86,38.8,0.565891,1.17,23.52,3.42,0.23,0.5,0.16,0.08,0.24,6.2,0.006849,4.410852713,1.412214,9.35,10,6.36,1.41,2.08,0.677884615,0.2,0.29,0.2,0,0,1.7,1.15,0.96,3.41,2,1,2.17,2.2,2,0.416666667,0.416666667,0,0.5,8.16,7.66,4.38
WRLevel2_2000-01_howmany,0.568,0.38,3.42,4.83,0.81,26.81,0.408451,2.2,24.2,3.47,0.2,0.59,0.18,0.01,0.2,4.5,0,4.522222222,1.549296,53,2.028571,6.11,0.08,0.74,0.108108108,0.03,0.33,0.03,0,0,3,0.34,0.42,1.31,0.31,0.31,1.69,2,2,0.028571429,0.028571429,0,0.02,4.68,3.23,3
WRLevel2_2009-10_saverain,0.822785,0.54,5.13,7.25,0.88,44.42,0.630769,1.55,48.05,4.9,0.32,0.51,0.07,0.07,0.14,7.25,0.018987,4.553846154,1.369231,11.66,7.647059,5,0.93,2.18,0.426605505,0.02,0.06,0.02,0.2,0.08,1.46,0.62,1.11,2.68,2.43,0.68,1.65,2.1,2,0.0625,0.0625,0.186,0.06,7.81,7.98,3.16
WRLevel2_2010-11_kidslearn,0.831169,0.62,5.8,8.2,0.9,56.97,0.703125,1.14,27.42,3.7,0.28,0.5,0.08,0.08,0.16,8.25,0.019481,4.374045802,1.333333,10.62,8.6,5.15,1.06,2.2,0.481818182,0.12,0.18,0.09,0.12,0.06,1.5,0.72,1.18,2.93,2.6,1.06,1.61,2.12,2,0.266666667,0.2,0.1272,0.26,8.4,7.78,3.39
WRLevel2_2009-10_helping,0.796296,0.51,4.77,6.74,0.87,39.7,0.542636,1.63,58.9,5.42,0.39,0.49,0.08,0.01,0.09,7.77,0.024691,4.308823529,1.302326,9.15,9.923077,5.43,1.46,2.46,0.593495935,0.15,0.26,0.15,0.26,0.15,1.1,0.65,1.37,3.23,3.38,0.84,1.64,2.02,2.27,0.384615385,0.384615385,0.3796,0.38,9,7.82,2.86
WRLevel2_2010-11_ocaenexplorers,0.828947,0.59,5.47,7.73,0.89,51.07,0.666667,1.36,35.57,4.21,0.29,0.42,0.13,0.13,0.27,7.48,0.013158,4.42519685,1.429688,8.78,8,5.06,1.18,2.06,0.572815534,0.12,0.21,0.12,0.05,0.03,1.15,0.66,0.84,2.43,1.75,0.81,1.89,2.07,2,0.25,0.25,0.059,0.25,7.62,6.95,2.47
WRLevel2_2008-09_allabtbats,0.826667,0.57,5.35,7.57,0.89,48.37,0.701613,1.42,38.36,4.37,0.27,0.5,0.14,0.06,0.2,6.22,0.006667,4.451612903,1.344,7.12,6.25,4.27,1.14,1.9,0.6,0.17,0.29,0.17,0.16,0.1,0.91,0.55,0.85,2.33,1.61,0.57,1.69,2.05,2,0.333333333,0.333333333,0.1824,0.28,6.9,5.78,2.3
WRLevel2_2002-03_secondhand,0.782051,0.56,5.45,7.71,0.89,48.11,0.639344,1.03,32.03,4,0.33,0.48,0.09,0.05,0.15,6.3,0.019231,4.573770492,1.341463,18.5,5.636364,5.28,0.43,1.52,0.282894737,0.08,0.3,0.08,0.7,0.2,3.6,1.02,1.05,2,1.6,0.34,1.63,2.24,2,0.130434783,0.130434783,0.301,0.13,7.04,8.68,3.34
WRLevel2_2008-09_tcteeth,0.820513,0.58,5.46,7.73,0.89,49.83,0.609375,1.22,26.88,3.66,0.24,0.48,0.15,0.07,0.23,8.43,0.025641,4.53030303,1.317829,10.23,9.142857,4.7,1.06,2.31,0.458874459,0.21,0.47,0.21,0.29,0.13,1.94,0.89,0.89,2.5,2.06,0.43,1.95,2.21,2,0.5,0.5,0.3074,0.5,8.31,7.98,3.22
WRLevel2_2001-02_dc,0.66087,0.47,4.2,5.94,0.85,34.4,0.618421,1.5,13.5,2.59,0.09,0.84,0.03,0.02,0.05,6.06,0.008696,4.934210526,1.543478,17.22,3.8,4.69,0.42,1.57,0.267515924,0.03,0.11,0.03,0.44,0.12,2,0.54,0.3,2.09,0.47,0.47,2.09,2.1,2,0.047619048,0.047619048,0.1848,0.04,5.52,4.52,1.53
WRLevel2_2001-02_dinograph,0.6875,0.45,4,5.65,0.84,32.36,0.558442,1.81,36.36,4.26,0.24,0.64,0.09,0.01,0.1,6.9,0,5.376623377,1.393258,15.3,3.347826,3.73,0.41,1.7,0.241176471,0.04,0.2,0.04,0.2,0.04,1.4,0.34,0.51,1.37,0.87,0.12,2.36,1.8,2,0.083333333,0.083333333,0.082,0.08,5.33,5.49,1.47
WRLevel2_2005-06_popular,0.730769,0.52,5.09,7.2,0.87,42.89,0.614035,1.25,18.75,3.06,0.16,0.54,0.16,0.08,0.25,5.39,0.019231,4.279661017,1.350877,20.55,3.8,4.62,0.3,1.33,0.22556391,0,0,0,0.11,0.02,5.11,1.14,0.6,1.6,0.8,0.33,1.79,2.16,2,0,0,0.033,0,5.6,5.39,1.87
WRLevel2_2006-07_migrating,0.742331,0.41,4.04,5.71,0.83,31.42,0.495868,1.52,39.76,4.45,0.3,0.53,0.15,0.01,0.16,6.33,0.04908,4.462809917,1.495868,23.25,5.041667,4.04,0.33,1.91,0.172774869,0.02,0.12,0.02,0.25,0.04,2,0.34,0.73,1.91,1.41,0.54,1.73,1.88,2,0.041666667,0.041666667,0.0825,0.08,6.41,6.13,1.86
WRLevel2_2001-02_worldseries,0.822222,0.45,3.94,5.57,0.84,31.77,0.468468,1.7,28.9,3.8,0.2,0.68,0.09,0.01,0.1,6.9,0.096296,4.547826087,1.378378,30.6,5.842105,5.88,0.26,1.36,0.191176471,0.07,0.4,0.07,0.8,0.15,2.8,0.53,0.69,1.94,0.94,0.21,2.29,2.05,2,0.105263158,0.105263158,0.208,0.1,6,8.03,0.97
WRLevel2_2007-08_monarch,0.71875,0.37,3.61,5.11,0.81,27.84,0.452174,1.15,17.3,2.94,0.19,0.71,0.07,0.01,0.09,4.77,0,3.94017094,1.37931,20.77,4.107143,5.84,0.32,1.14,0.280701754,0.06,0.22,0.06,0,0,3.22,0.9,0.46,1.92,0.53,0.53,1.94,2.06,2.06,0.071428571,0.071428571,0,0.07,5.46,2.66,0.74
WRLevel2_2008-09_itsapple,0.8,0.49,4.69,6.63,0.86,38.28,0.585938,1.33,42.66,4.61,0.33,0.52,0.1,0.02,0.12,6.15,0,4.348837209,1.320312,10.58,6.736842,4.28,0.85,2.1,0.404761905,0.04,0.11,0.04,0.17,0.07,0.7,0.28,0.92,2.29,1.95,0.75,1.71,1.97,2,0.1,0.1,0.1445,0.1,7.25,5.61,1
WRLevel2_2004-05_usehead,0.795775,0.43,4.01,5.67,0.83,31.71,0.530973,1.11,22.22,3.33,0.23,0.35,0.23,0.09,0.33,5.52,0.007042,4.380530973,1.274336,14.16,4.035714,5.31,0.42,1.14,0.368421053,0.12,0.33,0.12,0.08,0.03,0.58,0.21,1.06,1.25,1.21,0.35,1.8,2.17,2.2,0.142857143,0.142857143,0.0336,0.14,6.03,5.92,-0.24
WRLevel2_2008-09_costly,0.791139,0.55,5.22,7.38,0.88,45.65,0.608,1.68,53.89,5.19,0.31,0.51,0.06,0.09,0.16,6.81,0,4.23255814,1.31746,10.35,6.578947,4.29,0.89,2.15,0.413953488,0.04,0.11,0.04,0.23,0.09,0.88,0.36,0.95,2.31,2.05,0.42,1.86,2.28,2,0.105263158,0.105263158,0.2047,0.1,6.94,5.18,1.88
WRLevel2_2011-2012_monarchs,0.779221,0.56,5.39,7.63,0.89,47.57,0.666667,1.35,36.45,4.26,0.25,0.54,0.11,0.08,0.19,6.21,0.025974,4.608333333,1.418033,8.66,4.481481,3.37,0.77,2,0.385,0.03,0.09,0.03,0.04,0.01,0.66,0.25,0.62,1.85,1.25,0.44,1.64,2.02,2,0.074074074,0.074074074,0.0308,0.07,5.96,7.14,3.05
WRLevel2_2010-11_practice,0.825,0.59,5.63,7.96,0.9,52.25,0.681818,1.29,28.47,3.77,0.23,0.57,0.08,0.08,0.17,6.42,0.04375,4.586466165,1.526316,9.31,7.764706,5.2,1.11,2,0.555,0.02,0.05,0.02,0.21,0.11,0.68,0.38,0.79,2.64,1.58,1,2.02,2.29,2,0.058823529,0.058823529,0.2331,0.05,6.7,7.01,3.25
WRLevel2_2002-03_robin,0.87013,0.55,5.15,7.28,0.88,45.32,0.626866,1.15,25.47,3.56,0.24,0.61,0.03,0.06,0.1,7.06,0.012987,3.932835821,1.251852,10,8.933333,4.85,1.06,2.18,0.486238532,0.08,0.17,0.08,0.23,0.11,1,0.48,0.91,2.87,2,0.81,1.91,2.15,2,0.1875,0.1875,0.2438,0.18,7.37,4.42,1.26
WRLevel2_2006-07_allabt,0.589286,0.4,4.11,5.82,0.83,31.56,0.444444,1.33,16,2.82,0.15,0.73,0.06,0.03,0.1,4.58,0.005952,4.066666667,1.313131,67.66,1.98,7.51,0.06,0.62,0.096774194,0,0,0,0,0,4.33,0.48,0.44,1.34,0.27,0.25,1.96,2.25,2.09,0,0,0,0,4.6,-0.21,-0.7
