id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Int-Txt-Starbucks-int,3.74,1.84,2.7,4.53,6.01,1.34,0.06,0.02,0.59,0.31,0.01,0.12,0.9,0.04,0.35,8.4,19.65,6.5,8.43,0.59,1.56,0.37,0.62,0.45,1.99,1.96,4.05,2.17,0.23,0.11,0.03,7.59,0.15,0.59,0.07,0.02,0.03,0.1,0.35,0.66,0.01,0.39,0.03,0.13,0.05,0.14,0.16,0.03,0.03,0.01,0.01,0.01,0.03,0,115.32,1.24,0.23,2.19,1.7,0.36,0.25,0.2,0.43,0.34,10.93,8.49,0.77,1.41,11.59,22.56,2.06,0,2.05,5.81,2.03,2.4,0,0.9,32,64.65,2.65,2.28,3.75,0.31,11.93,12.14,14.21,17.6,66.4,8.84,46.89,13.22,5,1.42,0,0.04,6,0.88,9.15,8.18,12.95,0.48,59.36,722,1.25,0.37,0.87,0.09,0.06,0.09,0.12,0.078512397,0.59375,0.026279391,0.59375,0.026279391,0,0,1.34375,0.059474412,0.136929461,0.147994467,0.195020747,0.042876902,0.029045643,0.035714286,0,0.964285714,0.032258065,0,0.967741935,0.648351648,0.351648352,0.138461538,0.523076923,0.261538462,0,0,0.353846154,3.421052632
Int-Txt-Superbugs-int,3.82,1.22,2.56,4.73,5.77,1.02,0.06,0.03,0.55,0.17,0.01,0.16,0.72,0.04,0.08,6.51,23.04,3.76,7.12,0.4,1.04,0.23,0.44,0.32,2.24,2.06,4.56,2.37,0.34,0.19,0.1,10.12,0.29,0.43,0.12,0.06,0.03,0.12,0.42,0.63,0,0.27,0.03,0.14,0.04,0.02,0.17,0.03,0.02,0.01,0.04,0.03,0.02,0,205.23,1.72,0.25,3.11,1.89,0.16,0.18,0.11,0.26,0.16,11.93,7.27,0.61,1.24,10,18.27,1.53,0,1.83,4.53,2.05,2.25,0,0.46,47,53.4,2.51,2.21,3.12,0.17,10.26,11.75,14.14,17.14,63.12,8.51,42.51,13.19,4.99,1.5,0,0,5.41,0.86,8.17,7.78,11.56,0.39,49.08,859,1.02,0.4,0.61,0.12,0.19,0.08,0,0.12745098,0.553191489,0.030232558,0.553191489,0.030232558,0,0,1,0.054651163,0.063953488,0.170930233,0.205813953,0.027906977,0.020930233,0.083333333,0.016666667,0.9,0,0.076923077,0.923076923,0.701149425,0.298850575,0.127659574,0.14893617,0.531914894,0,0,0,3.916666667
Int-Txt-Swedish prisons-int,4.11,1.38,2.66,4.19,5.4,0.94,0.05,0.04,0.78,0.08,0,0.17,0.86,0.04,0.18,6.16,23.72,3.43,6.4,0.51,1.64,0.29,0.51,0.3,2.24,2.11,4.5,2.43,0.29,0.12,0.08,9.44,0.2,0.48,0.07,0.05,0.03,0.1,0.43,0.61,0.01,0.29,0.04,0.16,0.06,0.05,0.19,0.03,0.05,0.01,0.03,0.03,0.03,0.01,178.56,1.6,0.28,2.25,1.59,0.31,0.22,0.15,0.41,0.29,11.13,7.88,0.7,1.48,10.72,20.45,1.83,0,1.72,5.18,2.04,2.54,0.02,0.81,37,60.24,2.59,2.25,3.86,0.37,9.93,10.31,12.72,17.97,69.89,8.05,41.67,12.11,4.71,1.39,0,0.03,6.61,0.86,8.01,8.55,11.33,0.41,49.58,757,1.24,0.48,0.75,0.16,0.13,0.02,0.16,0.154255319,0.783783784,0.038258575,0.783783784,0.038258575,0,0,0.945945946,0.046174142,0.112137203,0.172823219,0.218997361,0.034300792,0.029023747,0.096774194,0,0.903225806,0,0,1,0.707865169,0.292134831,0.181818182,0.409090909,0.439393939,0,0,0.272727273,3.473684211
Int-Txt-Syria-int,3.74,1.44,2.62,4.27,5.52,1.17,0.06,0.03,0.6,0.12,0,0.14,0.72,0.03,0.15,2.27,14.55,1.35,2.32,0.22,0.8,0.1,0.22,0.36,2.27,2.13,4.39,2.41,0.32,0.15,0.12,9.24,0.28,0.42,0.1,0.08,0.03,0.11,0.41,0.66,0.01,0.28,0.03,0.12,0.04,0.04,0.19,0.04,0.03,0.02,0.02,0.03,0.03,0,170.84,1.37,0.26,2.05,1.45,0.27,0.15,0.11,0.35,0.25,10.82,7.69,0.71,1.46,10.35,20.57,1.9,0.02,1.88,4.87,2.02,1.92,0,0.7,40,59.75,2.67,2.21,3.92,0.3,10.13,10.56,13.38,17.72,67.83,8.34,41.52,12.64,4.75,1.42,0,0,6.19,0.89,10.27,8.12,14.53,0.5,66.28,823,1.32,0.5,0.82,0.15,0.1,0.07,0.17,0.120603015,0.6,0.029126214,0.6,0.029126214,0,0,1.175,0.057038835,0.063106796,0.141990291,0.183252427,0.012135922,0.012135922,0.074626866,0,0.925373134,0,0.038461538,0.961538462,0.709677419,0.290322581,0.225,0.175,0.475,0,0,0.05,3.076923077
Int-Txt-Teff-int,3.46,1.68,2.76,4.3,5.63,1.21,0.06,0.01,0.37,0.1,0,0.07,0.48,0.02,0.15,6.43,22.56,4.35,6.75,0.4,1.56,0.29,0.45,0.26,2.01,1.84,4.03,2.1,0.16,0.18,0.07,9.2,0.25,0.49,0.12,0.04,0.05,0.09,0.36,0.68,0,0.33,0.02,0.12,0.03,0.05,0.17,0.02,0,0.02,0.03,0.03,0.04,0,169.51,1.51,0.23,4.24,2.78,0.2,0.5,0.33,0.32,0.21,13.29,8.72,0.65,1.34,10.48,21.91,1.64,0.05,2,5.45,2.04,2.4,0,0.54,37,62.45,2.51,2.37,3.37,0.24,11.55,11.76,14.1,17.61,58.16,9.95,43.93,13.15,4.94,1.52,0,0,5.41,0.88,9.21,7.74,13.02,0.45,57.36,811,1.94,0.43,1.51,0.13,0.21,0,0.08,0.060085837,0.378378378,0.017241379,0.378378378,0.017241379,0,0,1.216216216,0.055418719,0.072660099,0.171182266,0.217980296,0.025862069,0.018472906,0.074074074,0.018518519,0.907407407,0,0,1,0.580645161,0.419354839,0.127659574,0.553191489,0.255319149,0.042553191,0,0.191489362,3.357142857
Int-Txt-Thatcher-int,3.68,1.52,2.59,4.76,5.89,1.18,0.05,0.05,1.15,0.78,0.03,0.28,1.93,0.08,0.33,11.68,13.4,3.9,11.71,0.75,1.06,0.31,0.75,0.39,2.31,2.2,4.33,2.54,0.4,0.18,0.05,8,0.24,0.5,0.11,0.03,0.03,0.09,0.41,0.61,0.01,0.31,0.05,0.13,0.09,0.1,0.15,0.02,0.09,0.01,0.02,0,0,0,128,1.33,0.22,3.56,2.86,0.34,0.23,0.18,0.42,0.33,11.6,9.31,0.8,1.43,11.46,25.03,2.15,0,2.06,6.37,2.02,2.75,0,1,32,71.5,2.68,2.24,3.84,0.5,13.15,12.16,15.64,17.47,62.69,10.04,49.35,14.19,4.98,1.43,0,0,5.6,0.88,9.04,8.84,12.79,0.45,56.28,801,1.59,0.5,1.09,0.06,0.12,0.09,0.21,0.169724771,1.15625,0.046134663,1.125,0.044887781,0,0,1.1875,0.047381546,0.120947631,0.175810474,0.216957606,0.042394015,0.027431421,0.140350877,0,0.859649123,0.03030303,0,0.96969697,0.630434783,0.369565217,0.224719101,0.247191011,0.359550562,0,0,0.157303371,6.357142857
Int-Txt-US shutdown-int,3.83,1.64,2.66,4.41,5.85,1.53,0.09,0.03,0.53,0.26,0.01,0.14,0.8,0.04,0.36,2.73,5.73,1.69,2.73,0.5,0.73,0.26,0.5,0.33,2.07,1.96,4.16,2.17,0.24,0.09,0.08,6.93,0.17,0.53,0.05,0.05,0.02,0.13,0.4,0.64,0.01,0.34,0.03,0.13,0.05,0.12,0.18,0.03,0.08,0.01,0.02,0,0.01,0,96.07,1.29,0.27,2.44,1.74,0.28,0.14,0.1,0.38,0.27,10.57,7.53,0.71,1.33,11.11,19.11,1.8,0,1.91,5.07,2.02,1.76,0,0.73,26,55,2.53,2.38,3.38,0.19,9.67,10.81,13.4,17.48,70.63,7.56,40.17,12.7,4.82,1.4,0,0.02,6.9,0.89,8.27,6.88,11.7,0.52,59.84,497,1.03,0.38,0.65,0.11,0.03,0.03,0.19,0.095890411,0.538461538,0.02811245,0.538461538,0.02811245,0,0,1.5,0.078313253,0.15060241,0.164658635,0.198795181,0.026104418,0.022088353,0.069767442,0,0.930232558,0.08,0.04,0.88,0.641791045,0.358208955,0.1875,0.395833333,0.270833333,0,0,0.1875,4
Int-Txt-Violence-int,3.95,1.52,2.49,4.38,5.73,1.25,0.05,0.03,0.87,0.22,0.01,0.17,1.09,0.04,0.09,6.87,36.93,5.54,6.96,0.61,2.51,0.48,0.64,0.32,2.08,1.89,4.25,2.14,0.24,0.15,0.07,8.94,0.22,0.5,0.09,0.04,0.04,0.1,0.43,0.61,0.01,0.3,0.04,0.15,0.06,0.02,0.16,0.02,0.03,0.01,0.02,0.03,0.03,0.01,160.06,1.63,0.24,3.84,3.39,0.47,0.27,0.24,0.46,0.41,11.21,9.92,0.88,1.56,12.29,24.96,2.22,0,1.76,6.74,2.02,3.22,0,1.03,31,73.32,2.51,2.21,3.93,0.45,13.01,11.93,15.91,17.38,59.03,10.57,48.15,14.41,4.94,1.47,0,0,5.29,0.86,7.82,7.8,11.07,0.39,48.01,774,1.35,0.38,0.96,0.25,0.03,0.03,0.06,0.134328358,0.870967742,0.03483871,0.870967742,0.03483871,0,0,1.258064516,0.050322581,0.077419355,0.167741935,0.216774194,0.051612903,0.041290323,0.049180328,0,0.950819672,0.03125,0.0625,0.90625,0.655913978,0.344086022,0.12962963,0.333333333,0.388888889,0,0,0.111111111,3.176470588
Int-Txt-WNL 101 year old bottle message-int,3.98,0.66,2.82,3.85,4.85,1.7,0.08,0.08,1.67,0.48,0.02,0.48,2.16,0.1,0.19,9.87,34.03,4.77,9.87,0.67,2.74,0.41,0.67,0.16,2.55,2.43,4.87,2.63,0.41,0.11,0.08,10.49,0.19,0.42,0.06,0.04,0.03,0.12,0.49,0.55,0.01,0.23,0.08,0.13,0.12,0.04,0.21,0.03,0.1,0,0.03,0.01,0.01,0.01,220.27,1.93,0.34,1.27,1.3,0.64,0.14,0.15,0.51,0.53,8.65,8.87,1.02,1.88,12.12,22.61,2.61,0,1.68,6.03,2.01,2.25,0,1.38,31,66.96,2.54,2.32,4.8,0.58,8.37,7.46,10.76,18.95,95.68,4.87,35.96,9.85,4.2,1.07,0,0.05,6.47,0.83,6.51,6.54,9.21,0.34,40.68,701,1.54,0.87,0.67,0.25,0.19,0.12,0.29,0.371428571,1.677419355,0.074074074,1.64516129,0.072649573,0,0,1.709677419,0.075498575,0.082621083,0.193732194,0.263532764,0.058404558,0.037037037,0.085714286,0.014285714,0.9,0.047619048,0.095238095,0.857142857,0.770833333,0.229166667,0.10619469,0.353982301,0.407079646,0.008849558,0.008849558,0.061946903,8.692307692
Int-Txt-WNL A good night sleep-int,3.92,1.06,2.72,4.3,5.19,0.63,0.04,0.03,0.59,0.46,0.03,0.24,1.06,0.06,0.15,7.22,20.57,4.97,9.26,0.38,1.1,0.24,0.53,0.24,2.48,2.22,4.64,2.47,0.2,0.13,0.09,9.33,0.23,0.47,0.08,0.06,0.03,0.1,0.42,0.63,0.01,0.29,0.04,0.12,0.08,0.04,0.19,0.05,0.01,0.02,0.01,0.03,0.04,0,174.29,1.44,0.26,2.03,1.23,0.25,0.13,0.08,0.4,0.24,10.45,6.34,0.6,1.21,10.48,17.48,1.67,0.02,1.79,4.4,2,1.51,0,0.73,49,51.55,2.75,2.25,3.34,0.34,7.6,8.94,11.24,18.08,76.28,6.43,33.43,11.12,4.53,1.35,0,0,6.68,0.86,8.5,7.89,12.02,0.41,51.25,857,1.26,0.38,0.87,0.08,0.18,0.1,0.02,0.136150235,0.591836735,0.033799534,0.591836735,0.033799534,0,0,0.632653061,0.036130536,0.088578089,0.151515152,0.195804196,0.032634033,0.022144522,0.037974684,0,0.962025316,0,0.046511628,0.953488372,0.639344262,0.360655738,0.123076923,0.169230769,0.323076923,0,0,0.138461538,3.611111111
Int-Txt-WNL Apple-int,3.62,1.84,2.88,4.57,5.63,1.23,0.06,0.01,0.33,0.26,0.01,0.08,0.6,0.02,0.32,5.9,17.06,3.2,5.96,0.56,2.1,0.43,0.56,0.37,2.09,2.08,4.41,2.32,0.36,0.17,0.07,7.12,0.24,0.55,0.11,0.04,0.03,0.1,0.37,0.67,0,0.37,0.01,0.15,0.03,0.12,0.13,0.01,0.03,0.01,0.02,0.01,0.03,0,101.64,1.41,0.19,4.02,2.64,0.12,0.41,0.27,0.17,0.11,15.63,10.27,0.65,1.11,9.83,23.96,1.53,0,2.13,5.46,2.07,3,0,0.26,30,66.59,2.33,2.51,2.6,0.1,10.6,10.93,13.39,17.78,66.76,8.59,40.26,12.63,4.81,1.43,0,0.05,6.36,0.87,8.57,7.55,12.12,0.45,54.49,719,0.9,0.1,0.8,0.03,0.03,0.03,0,0.046948357,0.333333333,0.013888889,0.333333333,0.013888889,0,0,1.2,0.05,0.193055556,0.191666667,0.220833333,0.041666667,0.029166667,0.097560976,0.048780488,0.853658537,0,0.047619048,0.952380952,0.650793651,0.349206349,0.261904762,0.452380952,0.19047619,0,0,0.238095238,2.625
Int-Txt-WNL Arctic Ramadan-int,4.03,1.11,2.92,4.26,5.17,1.39,0.07,0.03,0.6,0.39,0.02,0.2,1,0.05,0.3,6.75,18.56,4.34,6.85,0.41,1.24,0.26,0.41,0.25,2.27,2.08,4.41,2.33,0.18,0.15,0.1,8.83,0.25,0.48,0.09,0.06,0.03,0.12,0.45,0.6,0.01,0.29,0.03,0.15,0.07,0.08,0.15,0.02,0.02,0.02,0.01,0.02,0.03,0.01,156.25,1.56,0.24,2.91,2.15,0.25,0.2,0.15,0.34,0.25,11.17,8.24,0.73,1.28,10,19.9,1.78,0.02,1.74,5,2.05,2.34,0,0.6,41,58.17,2.41,2.18,3.09,0.39,8.41,8.76,11.87,18.19,78.91,6.63,37.05,11.45,4.46,1.3,0,0,6.83,0.85,7.84,7.42,11.09,0.38,47.53,816,1.46,0.53,0.92,0.14,0.07,0.07,0.24,0.125628141,0.609756098,0.030599755,0.609756098,0.030599755,0,0,1.390243902,0.069767442,0.166462668,0.162790698,0.194614443,0.024479804,0.018359853,0.061538462,0,0.938461538,0.029411765,0.029411765,0.941176471,0.653061224,0.346938776,0.073170732,0.536585366,0.256097561,0,0,0.292682927,3.565217391
Int-Txt-WNL Are MOOCs the future-int,3.84,1.4,2.49,4.45,5.76,0.59,0.02,0.02,0.59,0.21,0.01,0.13,0.81,0.04,0.11,11.24,28.83,8.24,11.56,0.72,1.97,0.51,0.72,0.31,2.12,1.9,4.32,2.18,0.19,0.14,0.09,9.05,0.24,0.47,0.09,0.06,0.03,0.08,0.39,0.67,0.01,0.31,0.03,0.13,0.05,0.03,0.18,0.05,0,0.02,0.01,0.04,0.04,0,163.81,1.38,0.25,3.24,2.27,0.24,0.22,0.16,0.38,0.27,11.87,8.31,0.7,1.62,12.13,22.45,1.89,0.05,1.74,5.51,2,2.4,0,0.86,37,66,2.7,2.36,4.37,0.43,12.44,12.43,14.55,17.56,52.89,10.89,47.91,13.45,5.05,1.57,0,0.15,6.34,0.87,8.8,8.2,12.45,0.43,53.84,831,1.59,0.56,1.02,0.13,0.16,0.24,0.02,0.098214286,0.594594595,0.026442308,0.594594595,0.026442308,0,0,0.594594595,0.026442308,0.052884615,0.164663462,0.217548077,0.048076923,0.030048077,0.121212121,0.03030303,0.848484848,0.048780488,0,0.951219512,0.605504587,0.394495413,0.192307692,0.25,0.384615385,0,0,0.115384615,3.25
Int-Txt-WNL are you a bad boyfriend-int,3.57,1.03,2.76,3.64,5.17,0.75,0.04,0.05,0.84,0.34,0.02,0.25,1.18,0.07,0.25,5.65,10.96,2.53,6.18,0.43,0.9,0.25,0.46,0.22,2.27,2.04,4.3,2.25,0.16,0.08,0.06,8.68,0.15,0.5,0.05,0.04,0.04,0.09,0.39,0.64,0,0.32,0.06,0.11,0.09,0.08,0.22,0.03,0.05,0.01,0.03,0.02,0.05,0.01,150.78,1.52,0.33,2.09,1.32,0.25,0.27,0.17,0.41,0.25,10.8,6.8,0.62,1.46,10.31,17.21,1.59,0.03,1.67,4.56,1.98,1.65,0,0.62,32,51.12,2.53,2.24,3.71,0.34,8.97,10.81,11.66,17.87,76.72,6.29,41.85,11.45,4.86,1.35,0,0,7.32,0.88,7.89,7.75,11.16,0.47,53.58,551,1.09,0.21,0.87,0.03,0.06,0.09,0.03,0.181208054,0.84375,0.048913043,0.8125,0.047101449,0,0,0.75,0.043478261,0.09057971,0.155797101,0.195652174,0.038043478,0.02173913,0.137254902,0,0.862745098,0,0,1,0.609756098,0.390243902,0.118644068,0.372881356,0.338983051,0,0.016949153,0.203389831,4.916666667
Int-Txt-WNL Bangladesh factory owners-int,4.05,1.32,2.52,4.23,5.8,1.34,0.05,0.02,0.6,0.21,0,0.1,0.82,0.03,0.26,5.47,38.73,4.47,5.47,0.6,3.82,0.47,0.6,0.22,2.02,1.97,4.24,2.2,0.35,0.09,0.08,10.14,0.18,0.48,0.06,0.05,0.02,0.09,0.38,0.66,0.02,0.32,0.02,0.14,0.04,0.08,0.22,0.06,0.04,0.02,0.04,0.02,0.01,0,205.63,1.83,0.3,2.42,2.12,0.49,0.18,0.16,0.5,0.43,10.09,8.84,0.87,2.02,14.91,28.08,2.78,0.08,1.89,6.78,2.03,2.78,0,1.47,23,82.69,3.17,2.22,6.43,0.43,15.27,12.28,17.2,17.54,54.92,12.21,52.91,15.06,4.96,1.47,0,0.01,6.83,0.86,7.42,8.38,10.5,0.41,47.38,646,2.3,0.73,1.56,0.17,0.13,0.3,0.13,0.079096045,0.608695652,0.021638331,0.608695652,0.021638331,0,0,1.347826087,0.047913447,0.089644513,0.159196291,0.236476043,0.052550232,0.030911901,0.06779661,0,0.93220339,0,0,1,0.767123288,0.232876712,0.214285714,0.380952381,0.30952381,0,0,0.071428571,3.5
Int-Txt-WNL Bangladeshi organization-int,3.84,1.14,2.77,4.21,5.17,0.97,0.05,0.04,0.76,0.47,0.02,0.22,1.23,0.06,0.16,10.78,28.55,7.07,11.47,0.65,1.78,0.39,0.71,0.32,2.56,2.39,4.63,2.62,0.19,0.12,0.05,10.68,0.17,0.5,0.08,0.03,0.03,0.09,0.37,0.65,0,0.33,0.04,0.12,0.08,0.05,0.2,0.05,0.01,0.02,0.01,0.04,0.04,0,228.37,1.75,0.31,2.66,1.6,0.22,0.23,0.14,0.35,0.21,11.27,6.78,0.6,1.44,11.63,20.18,1.78,0,1.77,5.31,2.02,2.15,0,0.6,38,59.6,2.97,2.26,4.28,0.36,9.97,10.6,12.03,18.16,70.7,7.83,41.87,11.57,4.77,1.39,0,0,7.67,0.85,7.65,7.74,10.83,0.39,47,767,1.02,0.34,0.68,0.1,0.13,0,0.1,0.139423077,0.763157895,0.037760417,0.763157895,0.037760417,0,0,0.947368421,0.046875,0.079427083,0.19140625,0.263020833,0.057291667,0.032552083,0.079365079,0,0.920634921,0.138888889,0.083333333,0.777777778,0.636363636,0.363636364,0.189873418,0.329113924,0.265822785,0,0,0.113924051,3.761904762
Int-Txt-WNL Barack Obama-int,3.95,1.16,2.67,4.4,5.47,1.17,0.05,0.06,1.32,0.25,0.01,0.26,1.57,0.07,0.31,6.75,19.67,2.57,6.82,0.46,1.28,0.21,0.46,0.29,2.3,2.02,4.44,2.34,0.22,0.12,0.06,9.69,0.18,0.47,0.07,0.04,0.04,0.09,0.39,0.65,0,0.3,0.06,0.1,0.1,0.09,0.22,0.04,0.09,0.01,0.01,0.02,0.02,0.02,188.16,1.59,0.33,2.05,1.64,0.48,0.23,0.19,0.53,0.42,9.77,7.79,0.79,1.69,12.53,23.39,2.39,0,1.76,6.14,2.01,2.1,0,1.28,28,69.39,3,2.36,5.07,0.5,11.39,10.85,15.24,17.37,65.27,9.28,43.65,13.97,4.77,1.42,0,0.47,6.29,0.88,8.45,7.78,11.95,0.46,55.25,655,1.57,0.64,0.92,0.1,0.21,0.07,0.25,0.217647059,1.321428571,0.056402439,1.285714286,0.054878049,0,0,1.178571429,0.050304878,0.111280488,0.160060976,0.192073171,0.028963415,0.018292683,0.1,0,0.9,0.020833333,0,0.979166667,0.564356436,0.435643564,0.088235294,0.352941176,0.470588235,0,0.014705882,0.205882353,5.666666667
Int-Txt-WNL Basic phone logs-int,4.04,1.39,2.57,4.24,5.53,1.35,0.07,0.04,0.83,0.19,0.01,0.16,1.03,0.05,0.12,7.74,14.74,4.32,7.93,0.54,0.93,0.25,0.54,0.3,2.22,2.01,4.36,2.27,0.15,0.13,0.05,7.86,0.19,0.54,0.08,0.03,0.03,0.13,0.41,0.62,0.01,0.34,0.04,0.13,0.06,0.04,0.16,0.03,0.07,0,0.01,0.01,0.01,0.01,123.78,1.47,0.24,2.11,1.63,0.36,0.17,0.13,0.46,0.36,10.66,8.26,0.77,1.32,10.74,21.32,2,0.03,1.87,5.83,2.05,2.25,0,0.96,31,61.96,2.58,2.37,3.41,0.48,11.55,12.15,14.86,17.22,62.62,9.15,44.94,13.74,5.02,1.48,0,0.04,6.93,0.86,7.42,7.85,10.5,0.4,47.09,661,1,0.35,0.64,0.06,0.09,0,0.19,0.135416667,0.838709677,0.039274924,0.838709677,0.039274924,0,0,1.322580645,0.061933535,0.063444109,0.164652568,0.20694864,0.036253776,0.018126888,0.033333333,0.016666667,0.95,0.023809524,0,0.976190476,0.584158416,0.415841584,0.180327869,0.409836066,0.327868852,0.016393443,0,0.098360656,4.692307692
Int-Txt-WNL Billionaires-int,3.57,1.53,2.72,4.01,5.36,1.17,0.06,0.02,0.48,0.19,0.01,0.11,0.68,0.03,0.15,3.97,24.24,1.92,4.17,0.39,1.53,0.21,0.39,0.32,2.17,2.11,4.23,2.36,0.36,0.15,0.07,10.5,0.22,0.48,0.1,0.04,0.03,0.11,0.38,0.66,0,0.32,0.02,0.13,0.04,0.04,0.18,0.03,0.02,0.01,0.04,0.04,0.03,0,220.55,1.67,0.27,3.01,2.36,0.29,0.16,0.13,0.4,0.31,11.11,8.73,0.78,1.55,11.29,20.87,1.87,0,1.95,4.78,1.98,2.24,0,0.8,41,60.24,2.39,2.18,3.7,0.34,9.82,10.08,12.08,18.23,73.76,7.55,39.2,11.54,4.67,1.35,0,0,6.14,0.89,10.02,8.01,14.18,0.48,62.97,856,1.17,0.46,0.7,0.14,0.14,0.12,0.04,0.084388186,0.487804878,0.023337223,0.487804878,0.023337223,0,0,1.170731707,0.056009335,0.089848308,0.157526254,0.212368728,0.022170362,0.016336056,0.041666667,0,0.958333333,0,0,1,0.744897959,0.255102041,0.264150943,0.301886792,0.264150943,0.018867925,0,0.056603774,2.65
Int-Txt-WNL Black Friday-int,3.91,1.13,3.03,3.72,4.96,0.55,0.04,0.07,0.97,0.23,0.01,0.32,1.21,0.08,0.25,6.51,13.63,2.38,6.51,0.51,0.87,0.25,0.51,0.15,2.46,2.19,4.46,2.44,0.15,0.11,0.11,10.41,0.23,0.45,0.07,0.07,0.02,0.08,0.42,0.64,0,0.29,0.07,0.12,0.1,0.07,0.2,0.03,0.1,0.01,0.02,0.01,0,0,217.03,1.87,0.3,1.23,0.88,0.25,0.12,0.09,0.32,0.23,9.37,6.76,0.72,1.21,8.95,15.55,1.65,0,1.66,4.23,2.04,1.53,0,0.57,47,45.65,2.29,2.32,2.78,0.19,5.74,7.54,8.15,18.95,91.71,3.8,29.74,8.65,4.34,1.19,0,0.04,6.48,0.86,7.81,7.27,11.05,0.4,48.64,731,0.93,0.4,0.53,0.1,0.06,0.1,0.12,0.254237288,0.957446809,0.06147541,0.957446809,0.06147541,0,0,0.553191489,0.035519126,0.133879781,0.168032787,0.195355191,0.053278689,0.036885246,0.129032258,0,0.870967742,0.058823529,0.029411765,0.911764706,0.655913978,0.344086022,0.102272727,0.363636364,0.454545455,0,0,0.215909091,4.888888889
